title,date,section,section_name,like,comment_cnt,topic_0,topic_1,topic_2,topic_3,topic_4,dominant_topic
의대증원에 대한 의사 전문가들의 의견,2024-01-02,1,1구간 (2024.01~03),0,2,0.023354591097670224,0.35621852859962116,0.042375167468672786,0.5755724525851591,0.002479260248876582,3
이재명 대표 쾌유 기원 특혜비판 바라는 것,2024-01-02,1,1구간 (2024.01~03),12,5,0.08742858766096577,0.0011837306852211676,0.5377676145769367,0.37243090636545634,0.0011891607114199012,2
한국에서 의사가 최고의 직업이 된 이유,2024-01-02,1,1구간 (2024.01~03),2,3,0.6463426582921429,0.06264179876894652,0.04331874573813887,0.11372241059960006,0.13397438660117178,0
현정부의 2024 신년사를 읽고,2024-01-02,1,1구간 (2024.01~03),19,2,0.16471512029887111,0.0006440603195351907,0.2153881699229636,0.0006491521175223976,0.6186034973411075,4
2023년 1월 3일 북극성의 일기 반가운 만남,2024-01-03,1,1구간 (2024.01~03),32,17,0.31139654387918625,0.001228367636705199,0.0012300619154137979,0.6849045897185024,0.0012404368501924357,3
공유 1월 3일 데일리 뉴스 요약,2024-01-03,1,1구간 (2024.01~03),0,3,0.0003300499038524351,0.00032846793940384175,0.04354718432482019,0.07755033919303614,0.8782439586388875,4
교육부 입시뉴스 올해 고2부터 무전공입학 검토,2024-01-03,1,1구간 (2024.01~03),45,2,0.0020644658622955255,0.9917556793668169,0.002088365534204197,0.0020441586543856996,0.0020473305822976975,1
국민 90퍼센트가 의대 증원 확대를 찬성하네요,2024-01-03,1,1구간 (2024.01~03),0,11,0.014628017297382327,0.01443762949106516,0.01443532072693771,0.9421201472908424,0.014378885193772334,3
단독 이과 수험생 62 교차지원 고려 의대증원 노린 반수 늘 듯,2024-01-03,1,1구간 (2024.01~03),1,2,0.0012127590348325937,0.9951370661420195,0.0012260843363218962,0.001209442168232514,0.0012146483185935374,1
오늘의 단상 1 03 24 수 몸 조심 장수,2024-01-03,1,1구간 (2024.01~03),4,5,0.36872070668652046,0.0019122968028998618,0.12064619491272549,0.059927333819706566,0.44879346777814755,4
의대 2000명 증원하면,2024-01-03,1,1구간 (2024.01~03),4,4,0.7752607298031259,0.015596124447709503,0.01562835198066635,0.17799153216039418,0.015523261608104006,0
의대증원 한의대 입결,2024-01-03,1,1구간 (2024.01~03),0,4,0.004843104551246915,0.7912758954806005,0.004842912675342513,0.19420721155567075,0.004830875737139128,1
이번 달 중 의대증원 규모 발표,2024-01-03,1,1구간 (2024.01~03),6,35,0.23778732206082062,0.26855454026618136,0.0688809901032053,0.35003659590820413,0.07474055166158862,3
이재명대표피습 나무젓가락 전직공무원 김씨 67 범행동기 부산대병원 수술안한 서울대병원 브리핑못한 이유 과연 응급이송헬기 필요했나 경동맥 경정맥 ft 부산대병원관계자 확인내용,2024-01-03,1,1구간 (2024.01~03),14,4,0.08593171847182732,0.00011567421685146025,0.5082252487050735,0.24137169958972488,0.16435565901652305,2
잡설 이재명 대표 피습 feat 헬기 이송,2024-01-03,1,1구간 (2024.01~03),24,9,0.048352938210556064,0.001478342922812113,0.30843209015751144,0.5952156609438957,0.04652096776522463,3
흐린날의 뉴스 훑어보기 2024년 1월 3일,2024-01-03,1,1구간 (2024.01~03),7,1,0.0006449150477890275,0.0006607610536439319,0.2095750604149368,0.0006581997854170113,0.7884610636982133,4
2024년 의료계 신년하례회 합의 통해 합리적인 정책 도출해 나가야,2024-01-04,1,1구간 (2024.01~03),2,1,0.0006967567128751797,0.0006985820843433358,0.9812179084379018,0.0007002229596291964,0.01668652980525045,2
2028 대입개편안 설명회 의대입시 특목고 or 일반고,2024-01-04,1,1구간 (2024.01~03),12,15,0.2666853364206388,0.7299155854839272,0.0011315312265764916,0.0011405250322655948,0.0011270218365919415,1
김영태 서울대병원장 아들 서울대 의대 편입학 의대 카르텔 종합편 의혹 제기,2024-01-04,1,1구간 (2024.01~03),25,3,0.12905381594513032,0.028100395758677118,0.5989061057873503,0.17246055385904205,0.07147912864980038,2
대기업 취업 정부 지원 학과도 막을 수 없는 의대 쏠림,2024-01-04,1,1구간 (2024.01~03),19,4,0.0011379923090498966,0.9550416223426255,0.0011368761132386454,0.0011290425624485654,0.041554466672637375,1
대한의사협회장 궤변,2024-01-04,1,1구간 (2024.01~03),29,19,0.0859238092939362,0.0037863035351587957,0.2800179965655946,0.626513353460358,0.0037585371449524317,3
보건의료 동향 의대정원 규모 요양병원 시범사업 5기 상종,2024-01-04,1,1구간 (2024.01~03),81,4,0.0004837586763180103,0.0004836177985613174,0.6526050260645302,0.0004835415031577761,0.34594405595743266,2
비뇨의학과 이경미 과장 국제신문 우수 칼럼니스트 선정,2024-01-04,1,1구간 (2024.01~03),5,2,0.5424697290273933,0.0015300082865469392,0.45300551498545183,0.0014953336283910895,0.0014994140722169027,0
의대 증원 보건복지부는 1월 중 의대 증원규모를 확정 발표,2024-01-04,1,1구간 (2024.01~03),10,4,0.003006917852907185,0.0030390768898794886,0.5896594087064306,0.3309988766407028,0.07329571991007977,2
의료계 신년 하례회end,2024-01-04,1,1구간 (2024.01~03),14,2,0.2777529928174588,0.000622984060274011,0.6722587062884363,0.048741743456386995,0.0006235733774438432,2
입시정보 SKY 수시 추가 합격 감소 여전히 많은 추합 베리타스알파,2024-01-04,1,1구간 (2024.01~03),23,6,0.0005612094945880728,0.9977526824850848,0.0005583422190395111,0.0005576037568832585,0.0005701620444044235,1
통합형 수능 3년 상위권 정시 판도 바꿨다 수학 탐구 표준점수 자연계열에 유리 상위권 대학 인문계열 합격자 중 70 차지,2024-01-04,1,1구간 (2024.01~03),3,2,0.0006235640648804853,0.9974775034537737,0.0006321814686951379,0.0006445398568983357,0.0006222111557524211,1
헤드라인 2024 1 4 목요일,2024-01-04,1,1구간 (2024.01~03),0,2,0.0003148564064104577,0.005359631375716149,0.09494789817044454,0.04642405840422308,0.8529535556432057,4
헬기로 딴 병원 간 건 처음 뉴스 게시판 규정안내,2024-01-04,1,1구간 (2024.01~03),17,49,0.01896963802232483,0.04470346508946211,0.24497029316050434,0.6905499408825553,0.0008066628451535317,3
1월 5일 시사 이슈,2024-01-05,1,1구간 (2024.01~03),7,3,8.015454315664234e-05,0.0008744613788525314,0.1459739015143658,0.20479915929611206,0.6482723232675129,4
2025대입 학생부교과전형 어떻게 달라지나,2024-01-05,1,1구간 (2024.01~03),9,11,0.014570404842197437,0.9410029598276803,0.015212704841141867,0.0144160518605132,0.014797878628467194,1
서울대 상위공대 vs 지방의대,2024-01-05,1,1구간 (2024.01~03),6,39,0.4562489414595502,0.44445556141403103,0.0009180839180340677,0.09744296911467262,0.0009344440937119825,0
속보 이재명 사건 실시간 의사들 집단 발광 블라인드 JPG 디씨 개념글,2024-01-05,1,1구간 (2024.01~03),51,23,0.0745843744176217,0.0148388305274909,0.25353177107215497,0.5836044311507349,0.07344059283199739,3
수의학과 편입 온라인으로 준비하는 방법,2024-01-05,1,1구간 (2024.01~03),4,1,0.07312967794954156,0.923960332022616,0.0009765416656634904,0.0009688009420368569,0.0009646474201421375,1
의사 직격한 홍준표 이재명 헬기 특혜 부산의료 멸시 유치하다,2024-01-05,1,1구간 (2024.01~03),9,3,0.0011256212283263245,0.0011299274822680276,0.31643188721571813,0.3678512008898191,0.31346136318386836,3
제약회사 리베이트 JW중외 비보존 안국약품 vs 의대정원 확대 반대 싸움중에,2024-01-05,1,1구간 (2024.01~03),6,2,0.3442884563382291,0.0029821321346935686,0.2666205254788274,0.003052408018377748,0.3830564780298722,4
지역의료 무시행태 성명서,2024-01-05,1,1구간 (2024.01~03),12,1,0.0010699621562607503,0.001067308961435868,0.3285490285599545,0.66825620404515,0.001057496277198782,3
홍준표 이재명 특혜 논란에 제1야당 대표는 총리급 유치하기 그지없어,2024-01-05,1,1구간 (2024.01~03),3,1,0.002527674815680339,0.0025332817541669616,0.33391981877317656,0.35984598578446503,0.30117323887251113,3
홍준표 이재명 특혜논란 유치 야당대표 국가 의전서열상 총리급,2024-01-05,1,1구간 (2024.01~03),13,3,0.0008800719080724551,0.000887215032249591,0.37128883076504526,0.4733930029186118,0.1535508793760209,3
교육의 힘 의사정원확대 의료서비스,2024-01-06,1,1구간 (2024.01~03),23,7,0.32769485529867404,0.0013031477896206301,0.2941479302147209,0.30910859133299634,0.06774547536398813,0
보완 홍준표 이재명 특혜 논란에 제1야당 대표는 총리급 유치하기 그지없어 총리 등이 그렇게 했다고 해도 특혜로 이해될 수 있을 것이고 그러나 이곳이 대한민국이니까,2024-01-06,1,1구간 (2024.01~03),2,3,0.02963522335848873,0.00015146410751073062,0.00014990556178888297,0.9169408596488344,0.053122547323377324,3
북학의 김동은,2024-01-06,1,1구간 (2024.01~03),0,1,0.17292694098078049,0.0018907468643175847,0.001881473245338444,0.26905856025831193,0.5542422786512515,4
언론사별 랭킹뉴스 2024 01 06 2,2024-01-06,1,1구간 (2024.01~03),0,9,0.02811693889829721,9.873978153271565e-05,9.884977975742665e-05,0.1399413848569383,0.8317440866834742,4
올해 의대 컷 더 오를까요,2024-01-06,1,1구간 (2024.01~03),6,21,0.0023995874206951804,0.6899393816417558,0.0023853576149403216,0.3028934399890013,0.0023822333336073406,1
윤석열의 해석 개헌 김건희 특검법 거부는 대통령 탄핵 사유 해당,2024-01-06,1,1구간 (2024.01~03),0,1,0.01160863073865385,0.00015390556384639047,0.2096058462222451,0.6320598328383712,0.14657178463688353,3
의협 비판 공공의대 짓자 하고 헬기로 서울 가 24 1 6,2024-01-06,1,1구간 (2024.01~03),0,2,0.001924881872135702,0.0019084499366570074,0.650294744037036,0.3439591862653396,0.0019127378888317123,2
입시정보 2024학년도 수시 이월 증가 연대 195명 최대 고대 의대 8명 이월 베리타스알파,2024-01-06,1,1구간 (2024.01~03),27,11,0.0005733384245835477,0.9976974393829259,0.0005758335009695022,0.000574345244284073,0.000579043447236937,1
1월 7일 주요신문 헤드라인,2024-01-07,1,1구간 (2024.01~03),34,2,0.030076530733252244,0.006918807859316213,0.021529063306762016,0.1108205366471077,0.8306550614535618,4
의대증원 진짜 하냐,2024-01-07,1,1구간 (2024.01~03),0,3,0.050220517474584184,0.0500289334488803,0.05137945096898756,0.7978205707991379,0.050550527308410115,3
1월 8일 구글 트랜드 실시간 인기 급상승 검색어 헤드라인,2024-01-08,1,1구간 (2024.01~03),37,2,0.19904328464105642,0.0005007809493718561,0.09395645316130437,0.0005037785814504666,0.7059957026668169,4
R D 예산 논란이 남긴 것,2024-01-08,1,1구간 (2024.01~03),7,4,0.12430630029134704,0.06412274731969222,0.5078484569999716,0.1447926935782017,0.15892980181078756,2
공유 이재명 응급이송 뒷말 무성 의대증원 정책까지 흔들,2024-01-08,1,1구간 (2024.01~03),7,1,0.009127423845607965,0.009107773994581543,0.00946708635709826,0.96305966805994,0.009238047742772157,3
기고 현직 의사가 본 이재명 대표 서울대 병원 전원 논란,2024-01-08,1,1구간 (2024.01~03),39,15,0.08449461451625717,0.00037324949259125417,0.47046805359798205,0.388302364898987,0.0563617174941824,2
의대 증원 규모 예상,2024-01-08,1,1구간 (2024.01~03),2,15,0.37372557849179017,0.06685195575974041,0.0064281677496172505,0.44823410089844523,0.10476019710040685,3
의대 증원하면 레지TO도 그만큼 느는 건가요,2024-01-08,1,1구간 (2024.01~03),0,6,0.040803865981635865,0.42740983604496013,0.04056062146132137,0.4492314158471064,0.04199426066497625,3
의대증원 왜 못함,2024-01-08,1,1구간 (2024.01~03),0,2,0.04445636801010077,0.0410562943318839,0.04201691059244828,0.8322505725963865,0.04021985446918061,3
의사가 미래에도,2024-01-08,1,1구간 (2024.01~03),1,4,0.642779958894907,0.009621624657756388,0.008797421435102206,0.32989200328874585,0.008908991723488463,0
의사들은 이재명을 박살내면서 윤석열에 시그널 주는 거지요,2024-01-08,1,1구간 (2024.01~03),61,9,0.002656812806525314,0.002650760126375641,0.2538936922762871,0.7381308870427411,0.0026678477480707955,3
이재명 때문에 이득 보는 건 의사들이 아니라 윤석열임,2024-01-08,1,1구간 (2024.01~03),8,3,0.005952035157613021,0.005903377828151612,0.005948255788177718,0.9762413116693429,0.005955019556714793,3
재수정규반 오픈 2025학년도 대입 무전공 사탐런,2024-01-08,1,1구간 (2024.01~03),0,2,0.0008778324314931401,0.9843695064893353,0.000886255511991824,0.0008741296479615199,0.012992275919218234,1
충격 특권충 정청래에 의한 부산대병원의 굴욕,2024-01-08,1,1구간 (2024.01~03),10,11,0.0023306860331536758,0.09863068247082687,0.25174609612749876,0.477663564526005,0.1696289708425157,3
특별 인터뷰 디지털 혁신으로 잠자는 교실 깨우겠다,2024-01-08,1,1구간 (2024.01~03),6,1,0.1629389212422177,0.2127934242495857,0.5664746882959663,0.0002773320221777312,0.057515634190052706,2
2025무전공 확대의 그늘 2년째 4년 예고제 무시 기시감,2024-01-09,1,1구간 (2024.01~03),2,1,0.0005553279386227832,0.6094895241716349,0.3713669247773702,0.018030680833484095,0.0005575422788880259,1
대한민국 의료대란 위기10 대한의사협회 VS 소방청 응급실 뺑뺑이 책임공방,2024-01-09,1,1구간 (2024.01~03),2,1,0.0013568018923862167,0.0013359139060494813,0.9946194400513886,0.001342503556754882,0.0013453405934207513,2
리더를 위한 뉴브리핑 기술변화편 290 240109,2024-01-09,1,1구간 (2024.01~03),240,18,0.11959762966865749,0.025220769181678048,0.04147590769555316,5.2305222772327124e-05,0.8136533882313389,4
매매배나 경제지식 여론론편 240109 98,2024-01-09,1,1구간 (2024.01~03),8,5,0.061151362150823674,0.02322800793484901,0.05282128910553906,0.2226093320033703,0.640190008805418,4
서울대 위상이 아직 살아있어 다행이네요,2024-01-09,1,1구간 (2024.01~03),12,28,0.33284674236603445,0.5613139826019149,0.0008211969605845653,0.06625554793614949,0.03876253013531661,1
십만 명당 활동 치과의사 수 10년간 11 4명 증가,2024-01-09,1,1구간 (2024.01~03),7,6,0.5283536464390066,0.26190609688453625,0.20764109919097218,0.001057791710731607,0.0010413657747532657,0
오늘의 보건의료 동향 의대 정원 야당대표 헬기이송 건보료부담완화,2024-01-09,1,1구간 (2024.01~03),85,5,0.0005149819000684904,0.009548413243668888,0.5382005278233045,0.07329577696321646,0.37844030006974166,2
의대학장 교수단체 의대증원 찬성한다지만 350명만 늘려야,2024-01-09,1,1구간 (2024.01~03),0,4,0.012539626879319548,0.012642073085324307,0.7160082098735647,0.24625912405107162,0.012550966110719878,2
의사들은 이재명 낙마후 윤석열에 뒤통수 맞을 것,2024-01-09,1,1구간 (2024.01~03),75,8,0.0043284912199058135,0.004318733154570672,0.004334381277876472,0.982723668924998,0.004294725422649125,3
1월 10일 수요일 간추린뉴스,2024-01-10,1,1구간 (2024.01~03),0,1,0.06373911742543363,0.0007952631843750918,0.13946257913881185,0.0007844168518289382,0.7952186233995504,4
2024대입 정시모집 주요대학 경쟁률 10개 평균 5 32대 1,2024-01-10,1,1구간 (2024.01~03),0,1,0.0011105365111363655,0.9955348069332289,0.0011221912166459594,0.0011059721291074662,0.00112649320988124,1
2025년 연세대 고려대 입시전형예고 비교,2024-01-10,1,1구간 (2024.01~03),5,1,0.0023805703023014897,0.8773056560631651,0.0024115369916889143,0.11554749981086607,0.002354736831978195,1
2025무전공 확대의 그늘 2년째 4년 예고제 무시 기시감 베리타스 알파 발췌,2024-01-10,1,1구간 (2024.01~03),1,8,0.004920733573387956,0.6515608554674004,0.21219285489253498,0.12651095791019024,0.004814598156486488,1
의대 증원 350명만 늘려야,2024-01-10,1,1구간 (2024.01~03),2,7,0.22156947634130783,0.021478141948017705,0.7501797752680958,0.003417646884316624,0.0033549595582620883,2
의대증원 영향,2024-01-10,1,1구간 (2024.01~03),1,3,0.0053371580110051706,0.7734039472795541,0.005345628555929236,0.2105812329650947,0.005332033188416632,1
전국 의대 학장들 입학정원 350명 증원이 적절,2024-01-10,1,1구간 (2024.01~03),1,11,0.002677455869384933,0.21298342092578093,0.2432706631404078,0.5384167282179706,0.0026517318464557237,3
한의사 연봉 월급 수입 전망 자생한방병원 요양병원 페이닥터,2024-01-10,1,1구간 (2024.01~03),39,5,0.6495721931460218,0.0005171377457170491,0.0005043471212451993,0.34890009670043776,0.0005062252865782334,0
합당한 댓가가 없으면 사람은 눈돌아간다,2024-01-10,1,1구간 (2024.01~03),96,5,0.3137730475654812,0.04762388501626213,0.0023846932685781612,0.25303855004012304,0.3831798241095556,4
헬기 찬스 가 의대증원 발목잡나,2024-01-10,1,1구간 (2024.01~03),1,12,0.0016846611594265378,0.11329228631796101,0.2127039547640273,0.6706270871341902,0.001692010624395,3
무전공 확대에 대한 기사,2024-01-11,1,1구간 (2024.01~03),0,5,0.00356896987225365,0.5687440279189452,0.0036074485851065254,0.4205413754581677,0.0035381781655268976,1
박주현 변호사가 한동훈이 친중 커밍 아웃 했고 좌파 정책뿐 아니라 비대위 멤버도 대부분 좌파라 국힘이 암울 하다해 참 걱정 입니다,2024-01-11,1,1구간 (2024.01~03),7,8,0.0016374028184449408,0.027460526200291963,0.0016345695163345296,0.9676428800636245,0.001624621401304031,3
오늘의 보건의료동향 공단 특사경 소아과 교수 사의 의대정원 증원 한의약 난임치료,2024-01-11,1,1구간 (2024.01~03),67,2,0.0005444324754320762,0.0005444045101752183,0.8058119744423666,0.07837824033582583,0.11472094823620022,2
올해도 안갯속,2024-01-11,1,1구간 (2024.01~03),1,20,0.0050249179747459145,0.6510737981108795,0.00497625294154361,0.33395262642465506,0.004972404548175847,1
의대 증원이 우선이 아닐 텐데 이 정도면 개선하려고 머리 맞대어서 고민해 볼 때도 되지 않았냐,2024-01-11,1,1구간 (2024.01~03),0,2,0.011849312521118639,0.011980679378551445,0.8751011317807516,0.08919149918093776,0.011877377138640571,2
의대 증원한다고 의사 실력 떨어지는 건 아니죠,2024-01-11,1,1구간 (2024.01~03),0,15,0.005027524968559906,0.18616741156939418,0.00497127317601646,0.7989167378002364,0.00491705248579315,3
2024년 01월12일 금요일 간추린 아침세상소식,2024-01-12,1,1구간 (2024.01~03),7,1,0.010388442562743832,0.00013452970483810917,0.09529454574900557,0.05095710271765603,0.8432253792657566,4
2024년 1월 최신 입시뉴스 모음,2024-01-12,1,1구간 (2024.01~03),0,5,0.262193439071335,0.6450571664419168,0.08836811702577288,0.002192898572896463,0.0021883788880789324,1
경복궁 낙서 테러범이 따라한 미스치프의 장난 대림미술관 미스치프 전시 후기,2024-01-12,1,1구간 (2024.01~03),14,6,0.6456509957264001,0.000505469113014388,0.0005061695735738056,0.060272687131132596,0.2930646784558791,0
공유 무전공 입학20 뭐가 어떻게 달라질까,2024-01-12,1,1구간 (2024.01~03),7,10,0.16961566169354883,0.7845780381952654,0.0016182264574267733,0.04257347589941086,0.0016145977543482032,1
대형병원 많고 의대없는 창원,2024-01-12,1,1구간 (2024.01~03),3,15,0.0010606788624660725,0.06259461012953058,0.45581526639566905,0.47947016458698777,0.0010592800253464653,3
무전공 입학 20 대학들은 신나고 교수들은 뿔나고,2024-01-12,1,1구간 (2024.01~03),70,46,0.0003477614249683288,0.7251453350510833,0.11040848992023924,0.16375284769891976,0.00034556590478943526,1
윤석열 정부 주택정책 기대와 우려 교차한다,2024-01-12,1,1구간 (2024.01~03),0,5,0.0033735810429827025,0.11143455717606213,0.003387487894325344,0.11672378024893892,0.765080593637691,4
의대 350명만 증원 에 소비자단체 3000명 이상 필요,2024-01-12,1,1구간 (2024.01~03),7,5,0.0050587076048675735,0.00504892727496906,0.3099565555001226,0.6748232779371778,0.005112531682862947,3
진학률 저하에 따른 분석,2024-01-12,1,1구간 (2024.01~03),27,23,0.0021214406364445976,0.8656003302147321,0.12801942949631395,0.0021304814110396616,0.0021283182414695745,1
2024 3개월 준비하고 붙은 한국외대 통대 한일과 2차시험 후기 4,2024-01-13,1,1구간 (2024.01~03),27,9,0.48040324855696465,0.33987341008741695,0.0013000283285649367,0.0012960492409830099,0.17712726378607035,0
또 진료거부 병원 응급실 뺑뺑이 지겹네요 의대 입학 정원 확대의 필요성에 찬성합니다,2024-01-13,1,1구간 (2024.01~03),17,19,0.28840050975736037,0.0004767431048887276,0.3835455939007365,0.327091887686773,0.0004852655502414809,2
기사공유 의대정원,2024-01-14,1,1구간 (2024.01~03),0,4,0.0037276706493625427,0.34755968412420146,0.26672260494985933,0.37837726898055296,0.0036127712960236213,3
매일경제신문 매일읽기 24년 01월,2024-01-14,1,1구간 (2024.01~03),8,6,0.009295654804055456,6.392638081770167e-05,6.36714105443692e-05,0.00889259431159571,0.9816841530929867,4
언론사별 랭킹뉴스 2024 01 14 1,2024-01-14,1,1구간 (2024.01~03),0,8,0.04445646968524661,9.988312343789115e-05,0.00010087815131211119,0.12877501901894112,0.8265677500210622,4
정부 의대 정원 네자릿수 만큼 늘린다 2천명 넘을 가능성,2024-01-14,1,1구간 (2024.01~03),1,2,0.00186443713705093,0.28194766896250223,0.08312881164929471,0.3161974204962903,0.3168616617548619,4
정부 의대 정원 증원 2000명도 넘을 듯 현 3천명 5천명,2024-01-14,1,1구간 (2024.01~03),22,3,0.06193423831819809,0.6133006541676137,0.32050216441083385,0.0021478101432855614,0.002115132960068874,1
조카 이야기 feat 망국의 의대 편중,2024-01-14,1,1구간 (2024.01~03),411,185,0.8287301184357088,0.07255969694532352,0.00043742052761481994,0.07115224630030735,0.0271205177910456,0
취집,2024-01-14,1,1구간 (2024.01~03),3,12,0.4246787045957202,0.001011818188436868,0.0009949414148702931,0.557445240483949,0.01586929531702352,3
펌 가짜 뉴스로 의대 증원 중인 윤석열 정부,2024-01-14,1,1구간 (2024.01~03),13,12,0.0020379089483728197,0.0020353049184588566,0.0020489182490298252,0.8812913248245361,0.1125865430596023,3
2024 01 15,2024-01-15,1,1구간 (2024.01~03),9,4,0.011597074574474621,0.00022245938825048105,0.00022110100366058005,0.006270146827129889,0.9816892182064845,4
2024 01 15 News,2024-01-15,1,1구간 (2024.01~03),1,1,0.0009214600735274245,0.0009134485674021698,0.0009205288912525051,0.0009289677845692054,0.9963155946832487,4
2024 01 15 OCI홀딩스 프리미엄택시 수에즈운하 비트코인ETF 항공빅2합병 ELS 1분기청약예정 1기신도시,2024-01-15,1,1구간 (2024.01~03),13,2,0.0190739162753301,0.0007988438339036212,0.0008041924692301618,0.0008075824387036431,0.9785154649828325,4
2024 01 15 월 30분 경제신문읽기,2024-01-15,1,1구간 (2024.01~03),49,14,0.0006003744941190918,0.007131273063599169,0.02945206930447391,0.0006059122329947083,0.9622103709048131,4
2025 의대 정원 확대가 입시에 미치는 영향 10월18일 라이브,2024-01-15,1,1구간 (2024.01~03),0,2,0.0018576764624171173,0.8421229922288475,0.04844071467072025,0.10571042168231282,0.001868194955702294,1
350명이든 2000명이든 일단 증원은 되는 거에요,2024-01-15,1,1구간 (2024.01~03),4,12,0.003244362312532376,0.2701643456710424,0.00322930540928205,0.720156043544627,0.0032059430625160697,3
EBS 2025 학습전략설명회 주요 내용,2024-01-15,1,1구간 (2024.01~03),73,68,0.25675263322034886,0.7414515654937837,0.0005981374058007504,0.0006014930323114098,0.000596170847755172,1
경제칼럼 정부의 의대증원 의료산업의 확장에 이바지 한다,2024-01-15,1,1구간 (2024.01~03),165,20,0.1375136928739211,0.0017877449840814166,0.40966301982925735,0.449242871670375,0.0017926706423650632,3
공유 의대정원 무전공 확대 2025학년도 대입 어떻게,2024-01-15,1,1구간 (2024.01~03),0,4,0.004055797501523527,0.9836501797061208,0.00412797813380449,0.004079804237903921,0.004086240420647171,1
네 아직 350도 계속 모른다고 하세요,2024-01-15,1,1구간 (2024.01~03),2,13,0.002554936570624878,0.2128937860643118,0.002531722919809967,0.7795225759430038,0.002496978502249466,3
보건복지부 병원 혁신,2024-01-15,1,1구간 (2024.01~03),10,14,0.41339299488424325,0.07134256758665472,0.20122704404490563,8.003314833873752e-05,0.3139573603358576,0
서울 군포 구로 인천역 대도심 철도망 지하화한다 송파 아파트 매매가 뚝뚝 떨어져도 전세가는 쑥쑥 츄우의 경제뉴스 스크랩,2024-01-15,1,1구간 (2024.01~03),90,8,0.00019656891185763459,0.017585333523513953,0.00019573357695370185,0.00019443422760618374,0.9818279297600685,4
